query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
SUPERPANG_100_length=177249_15_1,316273.XCV3485,0,1348,"COG1629@1|root,COG1629@2|Bacteria,COG4771@2|Bacteria,1MUWN@1224|Proteobacteria,1RN1E@1236|Gammaproteobacteria,1X9CP@135614|Xanthomonadales",135614|Xanthomonadales,P,receptor,-,-,-,-,-,-,-,-,-,-,-,-,"Plug,TonB_dep_Rec"
SUPERPANG_100_length=177249_16_1,316273.XCV3486,4.19E-238,655,"COG1376@1|root,COG3409@1|root,COG1376@2|Bacteria,COG3409@2|Bacteria,1MVI4@1224|Proteobacteria,1S1IH@1236|Gammaproteobacteria,1X71U@135614|Xanthomonadales",135614|Xanthomonadales,M,peptidoglycan-binding protein,-,-,-,-,-,-,-,-,-,-,-,-,"PG_binding_1,YkuD"
SUPERPANG_100_length=177249_17_1,316273.XCV3487,1.66E-139,397,"COG0739@1|root,COG0739@2|Bacteria,1RK7E@1224|Proteobacteria,1RYS2@1236|Gammaproteobacteria,1X698@135614|Xanthomonadales",135614|Xanthomonadales,M,Peptidase family M23,-,-,-,ko:K21472,-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,Peptidase_M23
SUPERPANG_100_length=177249_18_1,316273.XCV3489,0,1465,"COG4773@1|root,COG4773@2|Bacteria,1MW5E@1224|Proteobacteria,1RMBD@1236|Gammaproteobacteria,1X3NJ@135614|Xanthomonadales",135614|Xanthomonadales,P,TonB-dependent siderophore receptor,fhuE,-,-,ko:K16088,-,-,-,-,"ko00000,ko02000","1.B.14.1.10,1.B.14.1.3,1.B.14.1.8",-,-,"Plug,TonB_dep_Rec"
SUPERPANG_100_length=177249_19_1,316273.XCV3490,0,1353,"COG0021@1|root,COG0021@2|Bacteria,1MUEY@1224|Proteobacteria,1RMWP@1236|Gammaproteobacteria,1X498@135614|Xanthomonadales",135614|Xanthomonadales,G,"Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate",tktA,-,2.2.1.1,ko:K00615,"ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007,M00165,M00167","R01067,R01641,R01830,R06590","RC00032,RC00226,RC00571,RC01560","ko00000,ko00001,ko00002,ko01000",-,-,-,"Transket_pyr,Transketolase_C,Transketolase_N"
SUPERPANG_100_length=177249_20_1,316273.XCV3491,7.51E-291,796,"COG1301@1|root,COG1301@2|Bacteria,1MU0Q@1224|Proteobacteria,1RMEN@1236|Gammaproteobacteria,1X37F@135614|Xanthomonadales",135614|Xanthomonadales,U,Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family,gltP,-,-,ko:K03309,-,-,-,-,ko00000,2.A.23,-,-,SDF
SUPERPANG_100_length=177249_21_1,316273.XCV3492,0,1036,"COG0457@1|root,COG0457@2|Bacteria,1MXK4@1224|Proteobacteria,1RNFM@1236|Gammaproteobacteria,1X3AP@135614|Xanthomonadales",135614|Xanthomonadales,S,Oxygen tolerance,-,-,-,-,-,-,-,-,-,-,-,-,BatD
SUPERPANG_100_length=177249_22_1,316273.XCV3493,0,973,"COG0457@1|root,COG2304@1|root,COG0457@2|Bacteria,COG2304@2|Bacteria,1MW51@1224|Proteobacteria,1RMD3@1236|Gammaproteobacteria,1X36E@135614|Xanthomonadales",135614|Xanthomonadales,S,"von willebrand factor, type A",-,-,-,ko:K07114,-,-,-,-,"ko00000,ko02000","1.A.13.2.2,1.A.13.2.3",-,-,"TPR_1,TPR_16,TPR_2,VWA_2"
SUPERPANG_100_length=177249_23_1,316273.XCV3494,5.11E-245,677,"COG2304@1|root,COG2304@2|Bacteria,1MXQ7@1224|Proteobacteria,1RMDX@1236|Gammaproteobacteria,1X2YK@135614|Xanthomonadales",135614|Xanthomonadales,S,"von willebrand factor, type a",-,-,-,ko:K07114,-,-,-,-,"ko00000,ko02000","1.A.13.2.2,1.A.13.2.3",-,-,VWA
SUPERPANG_100_length=177249_24_1,325777.GW15_0215235,7.34E-85,252,"2C5QF@1|root,331W9@2|Bacteria,1QU17@1224|Proteobacteria,1T1KS@1236|Gammaproteobacteria,1X7RX@135614|Xanthomonadales",135614|Xanthomonadales,S,Domain of unknown function (DUF4381),-,-,-,-,-,-,-,-,-,-,-,-,DUF4381
SUPERPANG_100_length=177249_25_1,316273.XCV3495,8.70E-216,597,"COG1721@1|root,COG1721@2|Bacteria,1Q7RR@1224|Proteobacteria,1RNNP@1236|Gammaproteobacteria,1X3IY@135614|Xanthomonadales",135614|Xanthomonadales,S,conserved protein (some members contain a von Willebrand factor type A (vWA) domain),-,-,-,-,-,-,-,-,-,-,-,-,DUF58
SUPERPANG_100_length=177249_26_1,316273.XCV3496,1.20E-239,659,"COG0714@1|root,COG0714@2|Bacteria,1MUFN@1224|Proteobacteria,1RN5G@1236|Gammaproteobacteria,1X580@135614|Xanthomonadales",135614|Xanthomonadales,S,ATPase (AAA,-,-,-,ko:K03924,-,-,-,-,"ko00000,ko01000",-,-,-,AAA_3
SUPERPANG_100_length=177249_27_1,1552758.NC00_12660,0,1130,"COG4796@1|root,COG4796@2|Bacteria,1QTT6@1224|Proteobacteria,1RN3Z@1236|Gammaproteobacteria,1X3SF@135614|Xanthomonadales",135614|Xanthomonadales,U,"Type II secretory pathway, component HofQ",pilQ,-,-,ko:K02666,-,-,-,-,"ko00000,ko02035,ko02044",3.A.15.2,-,-,"AMIN,STN,Secretin,Secretin_N"
SUPERPANG_100_length=177249_28_1,316273.XCV3498,1.76E-124,354,"COG3168@1|root,COG3168@2|Bacteria,1RI6V@1224|Proteobacteria,1S6VJ@1236|Gammaproteobacteria,1X61Y@135614|Xanthomonadales",135614|Xanthomonadales,NU,pilus assembly protein pilp,pilP,-,-,ko:K02665,-,-,-,-,"ko00000,ko02035,ko02044",-,-,-,PilP
SUPERPANG_100_length=177249_29_1,316273.XCV3499,5.44E-152,427,"COG3167@1|root,COG3167@2|Bacteria,1RBGW@1224|Proteobacteria,1S3XQ@1236|Gammaproteobacteria,1X4H8@135614|Xanthomonadales",135614|Xanthomonadales,NU,"Pilus assembly protein, PilO",pilO,-,-,ko:K02664,-,-,-,-,"ko00000,ko02035,ko02044",-,-,-,PilO
SUPERPANG_100_length=177249_30_1,316273.XCV3500,2.91E-148,421,"COG3166@1|root,COG3166@2|Bacteria,1RF1S@1224|Proteobacteria,1S3S0@1236|Gammaproteobacteria,1X4XB@135614|Xanthomonadales",135614|Xanthomonadales,NU,assembly protein (PilN),pilN,-,-,ko:K02663,-,-,-,-,"ko00000,ko02035,ko02044",-,-,-,PilN
SUPERPANG_100_length=177249_31_1,316273.XCV3501,2.72E-238,657,"COG4972@1|root,COG4972@2|Bacteria,1MX8P@1224|Proteobacteria,1RN8S@1236|Gammaproteobacteria,1X3US@135614|Xanthomonadales",135614|Xanthomonadales,NU,Pilus assembly protein,pilM,-,-,ko:K02662,-,-,-,-,"ko00000,ko02035,ko02044",-,-,-,PilM_2
SUPERPANG_100_length=177249_32_1,316273.XCV3502,0,1585,"COG5009@1|root,COG5009@2|Bacteria,1MU5A@1224|Proteobacteria,1RM7J@1236|Gammaproteobacteria,1X2XN@135614|Xanthomonadales",135614|Xanthomonadales,M,penicillin-binding protein,mrcA,-,"2.4.1.129,3.4.16.4",ko:K05366,"ko00550,ko01100,ko01501,map00550,map01100,map01501",-,-,-,"ko00000,ko00001,ko01000,ko01003,ko01011",-,GT51,-,"PCB_OB,Transgly,Transpeptidase"
SUPERPANG_100_length=177249_33_1,316273.XCV3503,2.40E-148,418,"COG1418@1|root,COG1418@2|Bacteria,1RH6M@1224|Proteobacteria,1S81F@1236|Gammaproteobacteria,1X5UH@135614|Xanthomonadales",135614|Xanthomonadales,S,mRNA catabolic process,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_100_length=177249_34_1,925775.XVE_3872,5.64e-316,860,"COG0372@1|root,COG0372@2|Bacteria,1MUKX@1224|Proteobacteria,1RNDK@1236|Gammaproteobacteria,1X3KV@135614|Xanthomonadales",135614|Xanthomonadales,C,Belongs to the citrate synthase family,gltA,-,2.3.3.1,ko:K01647,"ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230","M00009,M00010,M00012,M00740",R00351,"RC00004,RC00067","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,Citrate_synt
SUPERPANG_100_length=177249_35_1,190486.XAC3389,1.52E-54,170,"COG0254@1|root,COG0254@2|Bacteria,1MZ4D@1224|Proteobacteria,1S8V5@1236|Gammaproteobacteria,1X7FM@135614|Xanthomonadales",135614|Xanthomonadales,J,Ribosomal protein L31,rpmE2,-,-,ko:K02909,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L31
SUPERPANG_100_length=177249_36_1,316273.XCV3507,5.66E-229,630,"COG1957@1|root,COG1957@2|Bacteria,1MUIW@1224|Proteobacteria,1S134@1236|Gammaproteobacteria,1X3AQ@135614|Xanthomonadales",135614|Xanthomonadales,G,Belongs to the IUNH family,-,-,3.2.2.1,ko:K01239,"ko00230,ko00760,ko01100,map00230,map00760,map01100",-,"R01245,R01273,R01677,R01770,R02143","RC00033,RC00063,RC00122,RC00318,RC00485","ko00000,ko00001,ko01000",-,-,-,IU_nuc_hydro
SUPERPANG_100_length=177249_37_1,316273.XCV3508,0,1375,"COG1200@1|root,COG1200@2|Bacteria,1MWN2@1224|Proteobacteria,1RMMQ@1236|Gammaproteobacteria,1X42Y@135614|Xanthomonadales",135614|Xanthomonadales,L,Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA),recG,-,3.6.4.12,ko:K03655,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"DEAD,HHH_5,Helicase_C,RecG_wedge"
SUPERPANG_100_length=177249_38_1,316273.XCV3509,3.31E-84,248,"COG0251@1|root,COG0251@2|Bacteria,1MZ3J@1224|Proteobacteria,1S5XS@1236|Gammaproteobacteria,1X6CE@135614|Xanthomonadales",135614|Xanthomonadales,J,endoribonuclease,yjgF,-,-,-,-,-,-,-,-,-,-,-,Ribonuc_L-PSP
SUPERPANG_100_length=177249_39_1,316273.XCV3510,0,1412,"COG0317@1|root,COG0317@2|Bacteria,1MU44@1224|Proteobacteria,1RN3H@1236|Gammaproteobacteria,1X43I@135614|Xanthomonadales",135614|Xanthomonadales,KT,In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance,spoT,-,"2.7.6.5,3.1.7.2",ko:K01139,"ko00230,map00230",-,"R00336,R00429","RC00002,RC00078","ko00000,ko00001,ko01000,ko03009",-,-,-,"ACT_4,HD_4,RelA_SpoT,TGS"
SUPERPANG_100_length=177249_40_1,1094184.KWO_0114860,4.18E-45,147,"COG1758@1|root,COG1758@2|Bacteria,1N6TX@1224|Proteobacteria,1SCSR@1236|Gammaproteobacteria,1X70M@135614|Xanthomonadales",135614|Xanthomonadales,K,Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits,rpoZ,-,2.7.7.6,ko:K03060,"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",M00183,"R00435,R00441,R00442,R00443",RC02795,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400",-,-,-,RNA_pol_Rpb6
SUPERPANG_100_length=177249_41_1,316273.XCV3512,6.45E-142,400,"COG0194@1|root,COG0194@2|Bacteria,1MW92@1224|Proteobacteria,1RN09@1236|Gammaproteobacteria,1X4E7@135614|Xanthomonadales",135614|Xanthomonadales,F,"Essential for recycling GMP and indirectly, cGMP",gmk,"GO:0003674,GO:0003824,GO:0004385,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009126,GO:0009132,GO:0009135,GO:0009150,GO:0009161,GO:0009165,GO:0009167,GO:0009179,GO:0009185,GO:0009259,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0042278,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046037,GO:0046128,GO:0046483,GO:0046710,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1901657",2.7.4.8,ko:K00942,"ko00230,ko01100,map00230,map01100",M00050,"R00332,R02090",RC00002,"ko00000,ko00001,ko00002,ko01000",-,-,-,Guanylate_kin
SUPERPANG_100_length=177249_42_1,316273.XCV3513,6.54E-190,529,"COG1561@1|root,COG1561@2|Bacteria,1MWRA@1224|Proteobacteria,1RMAB@1236|Gammaproteobacteria,1X4G5@135614|Xanthomonadales",135614|Xanthomonadales,S,stress-induced protein,-,-,-,-,-,-,-,-,-,-,-,-,"DUF1732,YicC_N"
SUPERPANG_100_length=177249_43_1,316273.XCV3514,3.68E-169,473,"COG0689@1|root,COG0689@2|Bacteria,1MVFZ@1224|Proteobacteria,1RNTB@1236|Gammaproteobacteria,1X3QU@135614|Xanthomonadales",135614|Xanthomonadales,J,Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates,rph,"GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016070,GO:0016072,GO:0016075,GO:0019439,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:1901360,GO:1901361,GO:1901575",2.7.7.56,ko:K00989,-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,"RNase_PH,RNase_PH_C"
SUPERPANG_100_length=177249_44_1,190486.XAC3398,3.67E-92,269,"COG0346@1|root,COG0346@2|Bacteria,1RGTU@1224|Proteobacteria,1SGKB@1236|Gammaproteobacteria,1X6Z1@135614|Xanthomonadales",135614|Xanthomonadales,E,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,-,-,-,-,-,-,-,-,-,-,-,-,Glyoxalase
SUPERPANG_100_length=177249_45_1,316273.XCV3516,7.27E-137,387,"COG0127@1|root,COG0127@2|Bacteria,1MUK5@1224|Proteobacteria,1S27C@1236|Gammaproteobacteria,1X4DK@135614|Xanthomonadales",135614|Xanthomonadales,F,"Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions",rdgB,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009141,GO:0009143,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0047429,GO:0055086,GO:0071704,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576",3.6.1.66,ko:K02428,"ko00230,map00230",-,"R00426,R00720,R01855,R02100,R02720,R03531",RC00002,"ko00000,ko00001,ko01000",-,-,-,"Acetyltransf_1,Ham1p_like"
SUPERPANG_100_length=177249_46_1,316273.XCV3517,6.04E-295,803,"COG0635@1|root,COG0635@2|Bacteria,1MU76@1224|Proteobacteria,1RN6I@1236|Gammaproteobacteria,1X32N@135614|Xanthomonadales",135614|Xanthomonadales,H,Involved in the biosynthesis of porphyrin-containing compound,-,-,-,-,-,-,-,-,-,-,-,-,"HemN_C,Radical_SAM"
SUPERPANG_100_length=177249_47_1,316273.XCV3518,0,1528,"COG5148@1|root,COG5148@2|Bacteria,1QTZE@1224|Proteobacteria,1T1KR@1236|Gammaproteobacteria,1X3PY@135614|Xanthomonadales",135614|Xanthomonadales,O,Protein of unknown function (DUF1631),-,-,-,-,-,-,-,-,-,-,-,-,DUF1631
SUPERPANG_100_length=177249_48_1,316273.XCV3519,9.16E-79,234,"2DN7J@1|root,32VZC@2|Bacteria,1N6CR@1224|Proteobacteria,1SAGW@1236|Gammaproteobacteria,1X7XU@135614|Xanthomonadales",135614|Xanthomonadales,S,PilZ domain,-,-,-,-,-,-,-,-,-,-,-,-,PilZ
SUPERPANG_100_length=177249_49_1,316273.XCV3520,0,899,"COG0006@1|root,COG0006@2|Bacteria,1MURT@1224|Proteobacteria,1RMKT@1236|Gammaproteobacteria,1X3Z6@135614|Xanthomonadales",135614|Xanthomonadales,E,Splits dipeptides with a prolyl residue in the C- terminal position,pepQ,-,3.4.13.9,ko:K01271,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,Peptidase_M24
SUPERPANG_100_length=177249_50_1,316273.XCV3521,5.82E-90,263,"COG5153@1|root,COG5153@2|Bacteria",2|Bacteria,IU,cell wall organization,-,-,-,-,-,-,-,-,-,-,-,-,Lipase_3
SUPERPANG_100_length=177249_51_1,316273.XCV3522,0,891,"COG0006@1|root,COG0006@2|Bacteria,1MUZS@1224|Proteobacteria,1RN0W@1236|Gammaproteobacteria,1X34E@135614|Xanthomonadales",135614|Xanthomonadales,E,aminopeptidase,pepP,-,3.4.11.9,ko:K01262,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"AMP_N,Peptidase_M24"
SUPERPANG_100_length=177249_52_1,316273.XCV3523,5.44E-125,356,"COG3079@1|root,COG3079@2|Bacteria,1N7W0@1224|Proteobacteria,1SCPW@1236|Gammaproteobacteria,1X773@135614|Xanthomonadales",135614|Xanthomonadales,S,Belongs to the UPF0149 family,-,-,-,ko:K09895,-,-,-,-,ko00000,-,-,-,UPF0149
SUPERPANG_100_length=177249_54_1,316273.XCV3525,3.33E-60,186,"COG3027@1|root,COG3027@2|Bacteria,1N6YN@1224|Proteobacteria,1SCBI@1236|Gammaproteobacteria,1X7MC@135614|Xanthomonadales",135614|Xanthomonadales,D,"Activator of cell division through the inhibition of FtsZ GTPase activity, therefore promoting FtsZ assembly into bundles of protofilaments necessary for the formation of the division Z ring. It is recruited early at mid-cell but it is not essential for cell division",-,-,-,ko:K09888,-,-,-,-,"ko00000,ko03036",-,-,-,ZapA
SUPERPANG_100_length=177249_55_1,316273.XCV3526,1.27E-140,397,"COG0212@1|root,COG0212@2|Bacteria,1MZG0@1224|Proteobacteria,1S612@1236|Gammaproteobacteria,1X69I@135614|Xanthomonadales",135614|Xanthomonadales,H,Belongs to the 5-formyltetrahydrofolate cyclo-ligase family,-,-,6.3.3.2,ko:K01934,"ko00670,ko01100,map00670,map01100",-,R02301,RC00183,"ko00000,ko00001,ko01000",-,-,-,5-FTHF_cyc-lig
SUPERPANG_100_length=177249_56_1,316273.XCV3527,2.55E-113,325,"COG2947@1|root,COG2947@2|Bacteria,1RHRU@1224|Proteobacteria,1S68X@1236|Gammaproteobacteria,1X5XQ@135614|Xanthomonadales",135614|Xanthomonadales,S,EVE domain-containing protein,-,-,-,-,-,-,-,-,-,-,-,-,EVE
SUPERPANG_100_length=177249_57_1,190486.XAC3411,3.41E-151,426,"COG0120@1|root,COG0120@2|Bacteria,1MVGR@1224|Proteobacteria,1RNF8@1236|Gammaproteobacteria,1X403@135614|Xanthomonadales",135614|Xanthomonadales,G,Catalyzes the reversible conversion of ribose-5- phosphate to ribulose 5-phosphate,rpiA,"GO:0003674,GO:0003824,GO:0004751,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006014,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009117,GO:0009987,GO:0016853,GO:0016860,GO:0016861,GO:0019321,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046496,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564",5.3.1.6,ko:K01807,"ko00030,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007,M00165,M00167,M00580",R01056,RC00434,"ko00000,ko00001,ko00002,ko01000",-,-,-,Rib_5-P_isom_A
SUPERPANG_100_length=177249_58_1,316273.XCV3529,1.39E-102,298,"COG1430@1|root,COG1430@2|Bacteria,1MZBJ@1224|Proteobacteria,1SDVD@1236|Gammaproteobacteria,1XC4V@135614|Xanthomonadales",135614|Xanthomonadales,S,"Uncharacterized ACR, COG1430",-,-,-,ko:K09005,-,-,-,-,ko00000,-,-,-,DUF192
SUPERPANG_100_length=177249_59_1,316273.XCV3530,2.30E-206,572,"COG2912@1|root,COG2912@2|Bacteria,1MVJQ@1224|Proteobacteria,1RQ7V@1236|Gammaproteobacteria,1X44X@135614|Xanthomonadales",135614|Xanthomonadales,S,Transglutaminase-like superfamily,-,-,-,-,-,-,-,-,-,-,-,-,"TPR_9,Transglut_core2"
SUPERPANG_100_length=177249_60_1,317013.NY99_03235,5.31E-59,181,"COG1773@1|root,COG1773@2|Bacteria,1N731@1224|Proteobacteria,1SC8Q@1236|Gammaproteobacteria,1X88Q@135614|Xanthomonadales",135614|Xanthomonadales,C,rubredoxin,rubA,-,-,-,-,-,-,-,-,-,-,-,Rubredoxin
SUPERPANG_100_length=177249_61_1,316273.XCV3532,3.56E-135,385,"COG0352@1|root,COG0352@2|Bacteria,1RDSU@1224|Proteobacteria,1S6QS@1236|Gammaproteobacteria,1X6BT@135614|Xanthomonadales",135614|Xanthomonadales,H,Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP),thiE,"GO:0003674,GO:0003824,GO:0004789,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009228,GO:0009987,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0019438,GO:0034641,GO:0042364,GO:0042723,GO:0042724,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.5.1.3,ko:K00788,"ko00730,ko01100,map00730,map01100",M00127,"R03223,R10712","RC00224,RC03255,RC03397","ko00000,ko00001,ko00002,ko01000",-,-,-,TMP-TENI
SUPERPANG_100_length=177249_62_1,316273.XCV3534,0,2129,"COG1629@1|root,COG4771@2|Bacteria,1MW4X@1224|Proteobacteria,1RPVY@1236|Gammaproteobacteria,1X3CF@135614|Xanthomonadales",135614|Xanthomonadales,P,Outer membrane receptor for ferrienterochelin and colicins,-,-,-,-,-,-,-,-,-,-,-,-,"CarboxypepD_reg,Plug,TonB_dep_Rec"
SUPERPANG_100_length=177249_63_1,316273.XCV3535,3.96e-311,847,"COG0001@1|root,COG0001@2|Bacteria,1MUY5@1224|Proteobacteria,1RM7N@1236|Gammaproteobacteria,1X3C9@135614|Xanthomonadales",135614|Xanthomonadales,H,Glutamate-1-semialdehyde aminotransferase,hemL,-,5.4.3.8,ko:K01845,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R02272,RC00677,"ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_3
SUPERPANG_100_length=177249_64_1,316273.XCV3536,0,1808,"COG2909@1|root,COG2909@2|Bacteria,1MVZZ@1224|Proteobacteria,1RN29@1236|Gammaproteobacteria,1X3EM@135614|Xanthomonadales",135614|Xanthomonadales,K,transcriptional regulator,acoK,-,-,ko:K03556,-,-,-,-,"ko00000,ko03000",-,-,-,"AAA_25,GerE,TPR_12"
SUPERPANG_100_length=177249_66_1,366649.XFF4834R_chr12250,2.17E-100,291,"COG3241@1|root,COG3241@2|Bacteria,1RHV2@1224|Proteobacteria,1S6H8@1236|Gammaproteobacteria,1X705@135614|Xanthomonadales",135614|Xanthomonadales,C,Transfers electrons from cytochrome c551 to cytochrome oxidase,azu,-,-,-,-,-,-,-,-,-,-,-,Copper-bind
SUPERPANG_100_length=177249_67_1,316273.XCV3538,2.31E-277,759,"COG0079@1|root,COG0079@2|Bacteria,1MW7I@1224|Proteobacteria,1RZAD@1236|Gammaproteobacteria,1XA36@135614|Xanthomonadales",135614|Xanthomonadales,E,aminotransferase,-,-,2.6.1.9,ko:K00817,"ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230",M00026,"R00694,R00734,R03243","RC00006,RC00888","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_1_2
SUPERPANG_100_length=177249_68_1,316273.XCV3539,2.09E-109,315,"COG0251@1|root,COG0251@2|Bacteria,1RD3E@1224|Proteobacteria,1S6NI@1236|Gammaproteobacteria,1X6JQ@135614|Xanthomonadales",135614|Xanthomonadales,J,"translation initiation inhibitor, yjgF family",tdcF,-,-,-,-,-,-,-,-,-,-,-,Ribonuc_L-PSP
SUPERPANG_100_length=177249_69_1,190486.XAC3425,1.56E-96,281,"COG2010@1|root,COG2010@2|Bacteria,1N8E1@1224|Proteobacteria,1SAE1@1236|Gammaproteobacteria,1X7JG@135614|Xanthomonadales",135614|Xanthomonadales,C,cytochrome C,-,-,-,-,-,-,-,-,-,-,-,-,Cytochrome_CBB3
